id,text,vertical_id,query_type,complexity,status,search_context_size,prompt_tokens,completion_tokens,total_tokens,request_cost,total_cost,processed_at,error_message,retry_count,created_at,updated_at,vertical_name,vertical_category,response_content_length
2649,How to choose the right app development?,13,how_to,simple,completed,low,8.0,290.0,298.0,0.005,0.005298,2025-08-07 09:13:43.083470,,0,2025-08-07 00:33:34,2025-08-07 09:13:43,mobile_apps,Technology,1619.0
2650,app monetization best practices guide,13,guide,medium,completed,low,6.0,404.0,410.0,0.005,0.00541,2025-08-07 09:13:55.592018,,0,2025-08-07 00:33:34,2025-08-07 09:13:55,mobile_apps,Technology,2043.0
2651,app monetization comparison: which is better?,13,comparison,complex,completed,low,9.0,268.0,277.0,0.005,0.005277,2025-08-07 09:14:01.378848,,0,2025-08-07 00:33:34,2025-08-07 09:14:01,mobile_apps,Technology,1263.0
2652,Comprehensive cross-platform resource,13,guide,medium,completed,low,5.0,495.0,500.0,0.005,0.0055,2025-08-07 09:14:10.999898,,0,2025-08-07 00:33:34,2025-08-07 09:14:11,mobile_apps,Technology,2995.0
2653,How to automate with app monetization?,13,how_to,medium,completed,low,8.0,325.0,333.0,0.005,0.005333,2025-08-07 09:14:18.580090,,0,2025-08-07 00:33:34,2025-08-07 09:14:18,mobile_apps,Technology,1857.0
2654,How does app development work for beginners?,13,how_to,simple,completed,low,8.0,374.0,382.0,0.005,0.005382,2025-08-07 09:14:26.586879,,0,2025-08-07 00:33:34,2025-08-07 09:14:26,mobile_apps,Technology,1824.0
2655,What are the best mobile UI/UX for omnichannel strategy?,13,best,complex,completed,low,14.0,405.0,419.0,0.005,0.005419,2025-08-07 09:14:35.870270,,0,2025-08-07 00:33:34,2025-08-07 09:14:35,mobile_apps,Technology,2100.0
2656,app monetization best practices guide,13,guide,simple,completed,low,6.0,424.0,430.0,0.005,0.00543,2025-08-07 09:15:01.192475,,0,2025-08-07 00:33:34,2025-08-07 09:15:01,mobile_apps,Technology,2129.0
2657,Step-by-step app monetization guide,13,guide,medium,completed,low,7.0,557.0,564.0,0.005,0.005564,2025-08-07 09:15:14.557186,,0,2025-08-07 00:33:34,2025-08-07 09:15:14,mobile_apps,Technology,2622.0
2658,mobile UI/UX comparison: which is better?,13,comparison,medium,completed,low,10.0,462.0,472.0,0.005,0.005472,2025-08-07 09:15:22.319817,,0,2025-08-07 00:33:34,2025-08-07 09:15:22,mobile_apps,Technology,2150.0
2659,{product} review: is it worth it?,13,review,simple,completed,low,10.0,249.0,259.0,0.005,0.005259,2025-08-07 09:15:30.025779,,0,2025-08-07 00:33:34,2025-08-07 09:15:30,mobile_apps,Technology,1316.0
2660,Comprehensive mobile UI/UX resource,13,guide,medium,completed,low,7.0,394.0,401.0,0.005,0.005401,2025-08-07 09:15:36.388319,,0,2025-08-07 00:33:34,2025-08-07 09:15:36,mobile_apps,Technology,2132.0
2661,Comparing app store optimization solutions for enterprise-grade solutions,13,comparison,complex,completed,low,10.0,469.0,479.0,0.005,0.005479,2025-08-07 09:15:44.263070,,0,2025-08-07 00:33:34,2025-08-07 09:15:44,mobile_apps,Technology,2817.0
2662,How to choose the right mobile UI/UX?,13,how_to,simple,completed,low,10.0,311.0,321.0,0.005,0.005321,2025-08-07 09:15:50.048728,,0,2025-08-07 00:33:34,2025-08-07 09:15:50,mobile_apps,Technology,1580.0
2663,What are the best app development for personal use?,13,best,simple,completed,low,10.0,365.0,375.0,0.005,0.005375,2025-08-07 09:15:56.678659,,0,2025-08-07 00:33:34,2025-08-07 09:15:56,mobile_apps,Technology,1796.0
2664,app monetization review: is it worth it?,13,review,complex,completed,low,10.0,290.0,300.0,0.005,0.0053,2025-08-07 09:16:09.036907,,0,2025-08-07 00:33:34,2025-08-07 09:16:09,mobile_apps,Technology,1523.0
2665,Which app development is the best for personal?,13,best,simple,completed,low,9.0,314.0,323.0,0.005,0.005323,2025-08-07 09:16:16.150368,,0,2025-08-07 00:33:34,2025-08-07 09:16:16,mobile_apps,Technology,1624.0
2666,Which mobile UI/UX is the best for compliance?,13,best,medium,completed,low,11.0,320.0,331.0,0.005,0.005331,2025-08-07 09:16:22.398807,,0,2025-08-07 00:33:34,2025-08-07 09:16:22,mobile_apps,Technology,1831.0
2667,Best app development platforms for small business,13,best,simple,completed,low,7.0,405.0,412.0,0.005,0.005412,2025-08-07 09:16:34.028957,,0,2025-08-07 00:33:34,2025-08-07 09:16:34,mobile_apps,Technology,2084.0
2668,Comprehensive app store optimization resource,13,guide,medium,completed,low,6.0,415.0,421.0,0.005,0.005421,2025-08-07 09:16:41.309030,,0,2025-08-07 00:33:34,2025-08-07 09:16:41,mobile_apps,Technology,2112.0
2669,Which app monetization is the best for advanced analytics?,13,best,complex,completed,low,11.0,347.0,358.0,0.005,0.005358,2025-08-07 09:16:47.895137,,0,2025-08-07 00:33:34,2025-08-07 09:16:47,mobile_apps,Technology,1903.0
2670,Best mobile UI/UX platforms for small business,13,best,complex,completed,low,9.0,397.0,406.0,0.005,0.005406,2025-08-07 09:16:59.227077,,0,2025-08-07 00:33:34,2025-08-07 09:16:59,mobile_apps,Technology,1989.0
2671,How to choose the right cross-platform?,13,how_to,medium,completed,low,8.0,312.0,320.0,0.005,0.00532,2025-08-07 09:17:04.791822,,0,2025-08-07 00:33:34,2025-08-07 09:17:04,mobile_apps,Technology,1605.0
2672,Honest review of {service},13,review,simple,completed,low,7.0,201.0,208.0,0.005,0.005208,2025-08-07 09:17:10.037546,,0,2025-08-07 00:33:34,2025-08-07 09:17:10,mobile_apps,Technology,1057.0
2673,Which app development is the best for professional?,13,best,simple,completed,low,9.0,538.0,547.0,0.005,0.005547,2025-08-07 09:17:19.419722,,0,2025-08-07 00:33:34,2025-08-07 09:17:19,mobile_apps,Technology,2988.0
2674,Top 15 mobile development in 2024,13,best,simple,completed,low,9.0,543.0,552.0,0.005,0.005552,2025-08-07 09:19:27.934865,,0,2025-08-07 00:33:34,2025-08-07 09:19:27,mobile_apps,Technology,2466.0
2675,How to implement cross-platform strategy?,13,how_to,medium,completed,low,7.0,353.0,360.0,0.005,0.00536,2025-08-07 09:19:33.973565,,0,2025-08-07 00:33:34,2025-08-07 09:19:33,mobile_apps,Technology,1858.0
2676,Comparing app store optimization solutions for e-commerce,13,comparison,medium,completed,low,9.0,404.0,413.0,0.005,0.005413,2025-08-07 09:19:43.072056,,0,2025-08-07 00:33:34,2025-08-07 09:19:43,mobile_apps,Technology,2465.0
2677,How does app monetization work for enterprise solutions?,13,how_to,medium,completed,low,10.0,366.0,376.0,0.005,0.005376,2025-08-07 09:19:50.905568,,0,2025-08-07 00:33:34,2025-08-07 09:19:50,mobile_apps,Technology,1965.0
2678,Complete guide to cross-platform,13,guide,simple,completed,low,5.0,722.0,727.0,0.005,0.005727,2025-08-07 09:20:01.826057,,0,2025-08-07 00:33:34,2025-08-07 09:20:01,mobile_apps,Technology,4192.0
2679,Honest review of mobile UI/UX,13,review,complex,completed,low,8.0,286.0,294.0,0.005,0.005294,2025-08-07 09:20:06.413674,,0,2025-08-07 00:33:34,2025-08-07 09:20:06,mobile_apps,Technology,1575.0
2680,mobile UI/UX comparison: which is better?,13,comparison,complex,completed,low,10.0,499.0,509.0,0.005,0.005509,2025-08-07 09:20:17.104768,,0,2025-08-07 00:33:34,2025-08-07 09:20:17,mobile_apps,Technology,2555.0
2681,{product} review: is it worth it?,13,review,simple,completed,low,10.0,306.0,316.0,0.005,0.005316,2025-08-07 09:20:59.156119,,0,2025-08-07 00:33:34,2025-08-07 09:20:59,mobile_apps,Technology,1603.0
2682,mobile UI/UX alternatives comparison,13,comparison,simple,completed,low,6.0,632.0,638.0,0.005,0.005638,2025-08-07 09:21:10.489719,,0,2025-08-07 00:33:34,2025-08-07 09:21:10,mobile_apps,Technology,3609.0
2683,Android or iOS: which to choose?,13,comparison,medium,completed,low,8.0,514.0,522.0,0.005,0.005522,2025-08-07 09:21:16.844460,,0,2025-08-07 00:33:34,2025-08-07 09:21:16,mobile_apps,Technology,3045.0
2684,User reviews of {platform},13,review,medium,completed,low,6.0,320.0,326.0,0.005,0.005326,2025-08-07 09:21:23.524665,,0,2025-08-07 00:33:34,2025-08-07 09:21:23,mobile_apps,Technology,1628.0
2685,How to implement with mobile development?,13,how_to,simple,completed,low,7.0,333.0,340.0,0.005,0.00534,2025-08-07 09:21:29.685392,,0,2025-08-07 00:33:34,2025-08-07 09:21:29,mobile_apps,Technology,1711.0
2686,Complete guide to app monetization,13,guide,medium,completed,low,6.0,519.0,525.0,0.005,0.005525,2025-08-07 09:21:37.075576,,0,2025-08-07 00:33:34,2025-08-07 09:21:37,mobile_apps,Technology,2521.0
2687,Best Android platforms for small business,13,best,simple,completed,low,6.0,394.0,400.0,0.005,0.0054,2025-08-07 09:21:45.451224,,0,2025-08-07 00:33:34,2025-08-07 09:21:45,mobile_apps,Technology,2070.0
2688,Top 15 iOS in 2024,13,best,simple,completed,low,8.0,259.0,267.0,0.005,0.005267,2025-08-07 09:21:51.602834,,0,2025-08-07 00:33:34,2025-08-07 09:21:51,mobile_apps,Technology,1121.0
2689,app store optimization reviews and ratings,13,review,simple,completed,low,6.0,394.0,400.0,0.005,0.0054,2025-08-07 09:21:57.946611,,0,2025-08-07 00:33:34,2025-08-07 09:21:57,mobile_apps,Technology,2025.0
2690,app store optimization alternatives comparison,13,comparison,medium,completed,low,5.0,709.0,714.0,0.005,0.005714,2025-08-07 09:22:15.021287,,0,2025-08-07 00:33:34,2025-08-07 09:22:15,mobile_apps,Technology,4928.0
2691,mobile development best practices guide,13,guide,simple,completed,low,5.0,374.0,379.0,0.005,0.005379,2025-08-07 09:22:22.653960,,0,2025-08-07 00:33:34,2025-08-07 09:22:22,mobile_apps,Technology,2046.0
2692,How to implement app monetization strategy?,13,how_to,medium,completed,low,8.0,367.0,375.0,0.005,0.005375,2025-08-07 09:22:27.697938,,0,2025-08-07 00:33:34,2025-08-07 09:22:27,mobile_apps,Technology,1859.0
2693,Best app store optimization platforms for small business,13,best,medium,completed,low,8.0,275.0,283.0,0.005,0.005283,2025-08-07 09:22:33.857502,,0,2025-08-07 00:33:34,2025-08-07 09:22:33,mobile_apps,Technology,1427.0
2694,How to implement with app monetization?,13,how_to,simple,completed,low,8.0,415.0,423.0,0.005,0.005423,2025-08-07 09:22:40.023328,,0,2025-08-07 00:33:34,2025-08-07 09:22:40,mobile_apps,Technology,2060.0
2695,What's the best app monetization software?,13,best,complex,completed,low,9.0,370.0,379.0,0.005,0.005379,2025-08-07 09:22:56.073580,,0,2025-08-07 00:33:34,2025-08-07 09:22:56,mobile_apps,Technology,1859.0
2696,Difference between {concept_a} and {concept_b},13,comparison,simple,completed,low,11.0,271.0,282.0,0.005,0.005282,2025-08-07 09:23:01.258774,,0,2025-08-07 00:33:34,2025-08-07 09:23:01,mobile_apps,Technology,1475.0
2697,app development reviews and ratings,13,review,simple,completed,low,5.0,397.0,402.0,0.005,0.005402,2025-08-07 09:23:08.817734,,0,2025-08-07 00:33:34,2025-08-07 09:23:08,mobile_apps,Technology,2131.0
2698,{product_a} vs {product_b} comparison,13,comparison,simple,completed,low,10.0,378.0,388.0,0.005,0.005388,2025-08-07 09:23:15.922509,,0,2025-08-07 00:33:34,2025-08-07 09:23:15,mobile_apps,Technology,2059.0
2699,How to optimize cross-platform for results?,13,how_to,simple,completed,low,8.0,308.0,316.0,0.005,0.005316,2025-08-07 09:23:22.523151,,0,2025-08-07 00:33:34,2025-08-07 09:23:22,mobile_apps,Technology,1746.0
2700,User reviews of {platform},13,review,medium,completed,low,6.0,420.0,426.0,0.005,0.005426,2025-08-07 09:23:32.035584,,0,2025-08-07 00:33:34,2025-08-07 09:23:32,mobile_apps,Technology,2287.0
2701,{service_a} or {service_b}: which to choose?,13,comparison,simple,completed,low,13.0,380.0,393.0,0.005,0.005393,2025-08-07 09:23:39.695844,,0,2025-08-07 00:33:34,2025-08-07 09:23:39,mobile_apps,Technology,2226.0
2702,iOS reviews and ratings,13,review,simple,completed,low,4.0,343.0,347.0,0.005,0.005347,2025-08-07 09:23:46.668615,,0,2025-08-07 00:33:34,2025-08-07 09:23:46,mobile_apps,Technology,1683.0
2703,Best mobile UI/UX platforms for small business,13,best,simple,completed,low,9.0,498.0,507.0,0.005,0.005507,2025-08-07 09:23:54.824703,,0,2025-08-07 00:33:34,2025-08-07 09:23:54,mobile_apps,Technology,2848.0
2704,Comprehensive cross-platform resource,13,guide,medium,completed,low,5.0,530.0,535.0,0.005,0.005535,2025-08-07 09:24:05.697273,,0,2025-08-07 00:33:34,2025-08-07 09:24:05,mobile_apps,Technology,3183.0
2705,Comprehensive mobile development resource,13,guide,simple,completed,low,5.0,522.0,527.0,0.005,0.005527,2025-08-07 09:24:16.389798,,0,2025-08-07 00:33:34,2025-08-07 09:24:16,mobile_apps,Technology,2573.0
2706,Difference between {concept_a} and {concept_b},13,comparison,simple,completed,low,11.0,241.0,252.0,0.005,0.005252,2025-08-07 09:24:22.080782,,0,2025-08-07 00:33:34,2025-08-07 09:24:22,mobile_apps,Technology,1173.0
2707,Which app store optimization is the best for security?,13,best,medium,completed,low,10.0,348.0,358.0,0.005,0.005358,2025-08-07 09:24:32.673021,,0,2025-08-07 00:33:34,2025-08-07 09:24:32,mobile_apps,Technology,1831.0
2708,Complete guide to mobile UI/UX,13,guide,complex,completed,low,7.0,556.0,563.0,0.005,0.005563,2025-08-07 09:24:44.117385,,0,2025-08-07 00:33:34,2025-08-07 09:24:44,mobile_apps,Technology,2913.0
2709,app monetization guide for beginners,13,guide,complex,completed,low,6.0,429.0,435.0,0.005,0.005435,2025-08-07 09:24:53.663928,,0,2025-08-07 00:33:34,2025-08-07 09:24:53,mobile_apps,Technology,2019.0
2710,How to get started with app store optimization?,13,how_to,medium,completed,low,9.0,371.0,380.0,0.005,0.00538,2025-08-07 09:27:09.143714,,0,2025-08-07 00:33:34,2025-08-07 09:27:09,mobile_apps,Technology,1864.0
2711,app store optimization alternatives comparison,13,comparison,medium,completed,low,5.0,758.0,763.0,0.005,0.005763,2025-08-07 09:27:22.466270,,0,2025-08-07 00:33:34,2025-08-07 09:27:22,mobile_apps,Technology,4940.0
2712,What's the best mobile app software?,13,best,simple,completed,low,8.0,401.0,409.0,0.005,0.005409,2025-08-07 09:27:30.148784,,0,2025-08-07 00:33:34,2025-08-07 09:27:30,mobile_apps,Technology,1871.0
2713,Complete guide to app store optimization,13,guide,simple,completed,low,6.0,523.0,529.0,0.005,0.005529,2025-08-07 09:27:39.805220,,0,2025-08-07 00:33:34,2025-08-07 09:27:39,mobile_apps,Technology,2626.0
2714,Honest review of mobile UI/UX,13,review,complex,completed,low,8.0,389.0,397.0,0.005,0.005397,2025-08-07 09:27:47.332651,,0,2025-08-07 00:33:34,2025-08-07 09:27:47,mobile_apps,Technology,2138.0
2715,{service} pros and cons,13,review,simple,completed,low,6.0,374.0,380.0,0.005,0.00538,2025-08-07 09:27:53.945628,,0,2025-08-07 00:33:34,2025-08-07 09:27:53,mobile_apps,Technology,1940.0
2716,How to get started with app store optimization?,13,how_to,medium,completed,low,9.0,387.0,396.0,0.005,0.005396,2025-08-07 09:28:01.259512,,0,2025-08-07 00:33:34,2025-08-07 09:28:01,mobile_apps,Technology,2000.0
2717,Step-by-step app store optimization guide,13,guide,complex,completed,low,7.0,608.0,615.0,0.005,0.005615,2025-08-07 09:28:14.739775,,0,2025-08-07 00:33:34,2025-08-07 09:28:14,mobile_apps,Technology,2871.0
2718,Complete guide to mobile UI/UX,13,guide,complex,completed,low,7.0,517.0,524.0,0.005,0.005524,2025-08-07 09:28:24.698124,,0,2025-08-07 00:33:34,2025-08-07 09:28:24,mobile_apps,Technology,2749.0
2719,Best app monetization tools for agencies,13,best,medium,completed,low,7.0,350.0,357.0,0.005,0.005357,2025-08-07 09:28:32.898373,,0,2025-08-07 00:33:34,2025-08-07 09:28:32,mobile_apps,Technology,1815.0
2720,User reviews of {platform},13,review,medium,completed,low,6.0,328.0,334.0,0.005,0.005334,2025-08-07 09:28:55.330944,,0,2025-08-07 00:33:34,2025-08-07 09:28:55,mobile_apps,Technology,1523.0
2721,What's the best app monetization software?,13,best,medium,completed,low,9.0,285.0,294.0,0.005,0.005294,2025-08-07 09:28:59.905476,,0,2025-08-07 00:33:34,2025-08-07 09:28:59,mobile_apps,Technology,1384.0
2722,Top 15 app store optimization in 2024,13,best,simple,completed,low,10.0,798.0,808.0,0.005,0.005808,2025-08-07 09:29:14.011824,,0,2025-08-07 00:33:34,2025-08-07 09:29:14,mobile_apps,Technology,3678.0
2723,{product} review: is it worth it?,13,review,simple,completed,low,10.0,270.0,280.0,0.005,0.00528,2025-08-07 09:29:24.185241,,0,2025-08-07 00:33:34,2025-08-07 09:29:24,mobile_apps,Technology,1385.0
2724,Best app store optimization platforms for small business,13,best,medium,completed,low,8.0,304.0,312.0,0.005,0.005312,2025-08-07 09:29:30.945279,,0,2025-08-07 00:33:34,2025-08-07 09:29:30,mobile_apps,Technology,1509.0
2725,Comprehensive iOS resource,13,guide,simple,completed,low,4.0,335.0,339.0,0.005,0.005339,2025-08-07 09:29:39.918121,,0,2025-08-07 00:33:34,2025-08-07 09:29:39,mobile_apps,Technology,1847.0
2726,Honest review of {service},13,review,simple,completed,low,7.0,242.0,249.0,0.005,0.005249,2025-08-07 09:29:45.173021,,0,2025-08-07 00:33:34,2025-08-07 09:29:45,mobile_apps,Technology,1416.0
2727,mobile UI/UX reviews and ratings,13,review,medium,completed,low,7.0,342.0,349.0,0.005,0.005349,2025-08-07 09:29:51.431826,,0,2025-08-07 00:33:34,2025-08-07 09:29:51,mobile_apps,Technology,1758.0
2728,Best app monetization platforms for small business,13,best,complex,completed,low,8.0,394.0,402.0,0.005,0.005402,2025-08-07 09:29:59.862289,,0,2025-08-07 00:33:34,2025-08-07 09:29:59,mobile_apps,Technology,1857.0
2729,Comparing app store optimization solutions for remote teams,13,comparison,medium,completed,low,9.0,625.0,634.0,0.005,0.005634,2025-08-07 09:30:12.847370,,0,2025-08-07 00:33:34,2025-08-07 09:30:12,mobile_apps,Technology,3401.0
2730,How to strategize with app monetization?,13,how_to,complex,completed,low,9.0,361.0,370.0,0.005,0.00537,2025-08-07 09:30:26.566619,,0,2025-08-07 00:33:34,2025-08-07 09:30:26,mobile_apps,Technology,1733.0
2731,cross-platform guide for beginners,13,guide,medium,completed,low,5.0,487.0,492.0,0.005,0.005492,2025-08-07 09:30:35.637673,,0,2025-08-07 00:33:34,2025-08-07 09:30:35,mobile_apps,Technology,2345.0
2732,In-depth {product} analysis,13,review,simple,completed,low,6.0,412.0,418.0,0.005,0.005418,2025-08-07 09:32:59.882905,,0,2025-08-07 00:33:34,2025-08-07 09:32:59,mobile_apps,Technology,2163.0
2733,How to implement cross-platform strategy?,13,how_to,simple,completed,low,7.0,428.0,435.0,0.005,0.005435,2025-08-07 09:33:07.918814,,0,2025-08-07 00:33:34,2025-08-07 09:33:07,mobile_apps,Technology,2237.0
2734,Best mobile UI/UX tools for teams,13,best,medium,completed,low,8.0,349.0,357.0,0.005,0.005357,2025-08-07 09:33:16.015850,,0,2025-08-07 00:33:34,2025-08-07 09:33:16,mobile_apps,Technology,1625.0
2735,{service_a} or {service_b}: which to choose?,13,comparison,simple,completed,low,13.0,363.0,376.0,0.005,0.005376,2025-08-07 09:33:23.942980,,0,2025-08-07 00:33:34,2025-08-07 09:33:23,mobile_apps,Technology,2098.0
2736,What are the best app store optimization for scaling businesses?,13,best,medium,completed,low,11.0,420.0,431.0,0.005,0.005431,2025-08-07 09:33:31.889600,,0,2025-08-07 00:33:34,2025-08-07 09:33:31,mobile_apps,Technology,2244.0
2737,How to optimize app store optimization for conversion?,13,how_to,medium,completed,low,9.0,315.0,324.0,0.005,0.005324,2025-08-07 09:33:38.146627,,0,2025-08-07 00:33:34,2025-08-07 09:33:38,mobile_apps,Technology,1598.0
2738,app development comparison: which is better?,13,comparison,simple,completed,low,8.0,434.0,442.0,0.005,0.005442,2025-08-07 09:33:44.602171,,0,2025-08-07 00:33:34,2025-08-07 09:33:44,mobile_apps,Technology,2531.0
2739,How does iOS work for beginners?,13,how_to,simple,completed,low,7.0,316.0,323.0,0.005,0.005323,2025-08-07 09:33:50.550627,,0,2025-08-07 00:33:34,2025-08-07 09:33:50,mobile_apps,Technology,1582.0
2740,Step-by-step app store optimization guide,13,guide,medium,completed,low,7.0,646.0,653.0,0.005,0.005653,2025-08-07 09:34:01.772481,,0,2025-08-07 00:33:34,2025-08-07 09:34:01,mobile_apps,Technology,3095.0
2741,Best mobile UI/UX tools for teams,13,best,medium,completed,low,8.0,423.0,431.0,0.005,0.005431,2025-08-07 09:34:13.372917,,0,2025-08-07 00:33:34,2025-08-07 09:34:13,mobile_apps,Technology,1999.0
